activeWindow,activeProgram,activeTab,startTime,endTime,timeSpent,mouseClicks,keyPresses,task,goal
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 09:48:01,2024-10-12 09:48:07,6,1,0,Create and update app
Google Chrome,,(153) YouTube,2024-10-12 09:48:07,2024-10-12 09:48:11,4,2,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 09:48:11,2024-10-12 09:48:31,20,7,19,Eating & Other
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 09:48:31,2024-10-12 09:48:37,6,1,0,Eating & Other
RAFTASK,RAFTASK,RAFTASK,2024-10-12 09:48:37,2024-10-12 09:48:55,18,1,0,Eating & Other
Google Chrome,,(153) YouTube,2024-10-12 09:48:55,2024-10-12 09:48:57,2,0,0,Eating & Other
Google Chrome,YouTube,(153) Salman Khan and Anant Ambani's brotherhood bond during Ganpati Celebrations in Antillia | ProMedia,2024-10-12 09:48:57,2024-10-12 09:49:32,35,1,0,Eating & Other
Google Chrome,,(153) YouTube,2024-10-12 09:49:32,2024-10-12 09:49:46,14,1,0,Eating & Other
Google Chrome,YouTube,(153) অবশেষে_মিলাদ-কিয়াম_নিয়ে_মুখ_খুললেন_আবু_ত্বহা_আদনান___Abu taw haa Muhammad adnan। waz।ওয়ায।নিউ ওয়ায।।,2024-10-12 09:49:46,2024-10-12 09:52:41,175,2,0,Eating & Other
Google Chrome,,(153) YouTube,2024-10-12 09:52:41,2024-10-12 09:52:58,17,1,0,Eating & Other
Google Chrome,YouTube,(153) Salman Khan with Niece Alizeh Aghnihotri for Ambani's Ganpati Celebrations#shorts #salmankhan #sallu,2024-10-12 09:52:58,2024-10-12 09:53:38,40,1,0,Eating & Other
Google Chrome,,(153) YouTube,2024-10-12 09:53:38,2024-10-12 09:53:40,2,1,0,Eating & Other
Google Chrome,YouTube,(153) অবশেষে_মিলাদ-কিয়াম_নিয়ে_মুখ_খুললেন_আবু_ত্বহা_আদনান___Abu taw haa Muhammad adnan। waz।ওয়ায।নিউ ওয়ায।।,2024-10-12 09:53:40,2024-10-12 09:53:41,1,0,0,Eating & Other
Google Chrome,YouTube,(153) যমুনা নিউজ | Latest News Headline and Bulletin | Jamuna News | 12 October 2024 | 8 AM | Jamuna TV,2024-10-12 09:53:41,2024-10-12 09:55:09,88,1,0,Eating & Other
Google Chrome,,(153) YouTube,2024-10-12 09:55:09,2024-10-12 09:55:10,1,1,0,Eating & Other
Google Chrome,YouTube,(153) যমুনা নিউজ | Latest News Headline and Bulletin | Jamuna News | 12 October 2024 | 8 AM | Jamuna TV,2024-10-12 09:55:10,2024-10-12 09:55:12,2,0,0,Eating & Other
Google Chrome,YouTube,যমুনা নিউজ | Latest News Headline and Bulletin | Jamuna News | 12 October 2024 | 8 AM | Jamuna TV,2024-10-12 09:55:12,2024-10-12 09:55:17,5,0,0,Eating & Other
Google Chrome,YouTube,(153) যমুনা নিউজ | Latest News Headline and Bulletin | Jamuna News | 12 October 2024 | 8 AM | Jamuna TV,2024-10-12 09:55:17,2024-10-12 09:57:21,124,2,0,Eating & Other
Google Chrome,,(153) YouTube,2024-10-12 09:57:21,2024-10-12 09:58:37,76,1,0,Eating & Other
Google Chrome,YouTube,(153) আজকের জুমার খুতবা │ শাইখ আব্দুর রাজ্জাক বিন ইউসুফ | Abdur Razzak Bin Yousuf New Jumar Khutba,2024-10-12 09:58:37,2024-10-12 10:09:56,678,2,0,Eating & Other
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:09:56,2024-10-12 10:09:59,3,1,0,Eating & Other
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:09:59,2024-10-12 10:10:03,4,3,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:10:03,2024-10-12 10:10:21,18,5,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:10:21,2024-10-12 10:10:22,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:10:22,2024-10-12 10:10:35,13,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:10:35,2024-10-12 10:10:40,5,3,23,Create and update app
Visual Studio Code,PythonProjects - farhad2,tasks.csv,2024-10-12 10:10:40,2024-10-12 10:10:41,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:10:41,2024-10-12 10:10:44,3,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:10:44,2024-10-12 10:10:55,11,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:10:55,2024-10-12 10:10:56,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:10:56,2024-10-12 10:11:03,7,3,17,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:11:03,2024-10-12 10:11:12,9,2,5,Create and update app
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 10:11:12,2024-10-12 10:11:13,1,0,13,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:11:13,2024-10-12 10:11:15,2,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:11:15,2024-10-12 10:11:21,6,4,12,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:11:21,2024-10-12 10:11:25,4,1,5,Create and update app
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 10:11:25,2024-10-12 10:11:28,3,1,28,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:11:28,2024-10-12 10:11:34,6,3,9,Create and update app
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 10:11:34,2024-10-12 10:11:44,10,1,8,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:11:44,2024-10-12 10:11:45,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:11:45,2024-10-12 10:12:10,25,2,0,Create and update app
Google Chrome,YouTube,(153) আজকের জুমার খুতবা │ শাইখ আব্দুর রাজ্জাক বিন ইউসুফ | Abdur Razzak Bin Yousuf New Jumar Khutba,2024-10-12 10:12:10,2024-10-12 10:12:47,37,7,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:12:47,2024-10-12 10:12:48,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:12:48,2024-10-12 10:12:52,4,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:12:52,2024-10-12 10:13:17,25,3,6,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:13:17,2024-10-12 10:13:25,8,1,1,Create and update app
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 10:13:25,2024-10-12 10:13:27,2,0,5,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:13:27,2024-10-12 10:13:31,4,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:13:31,2024-10-12 10:13:35,4,3,4,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:13:35,2024-10-12 10:13:40,5,3,12,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:13:40,2024-10-12 10:13:47,7,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:13:47,2024-10-12 10:13:51,4,3,26,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:13:51,2024-10-12 10:13:52,1,1,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:13:52,2024-10-12 10:13:54,2,0,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:13:54,2024-10-12 10:14:01,7,6,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:14:01,2024-10-12 10:14:07,6,2,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:14:00,2024-10-12 10:14:07,7,2,0,
Google Chrome,,Untitled,2024-10-12 10:14:07,2024-10-12 10:14:08,1,0,0,Create and update app
Google Chrome,,Streamlit,2024-10-12 10:14:07,2024-10-12 10:14:08,1,0,0,
Google Chrome,,Streamlit,2024-10-12 10:14:08,2024-10-12 10:14:09,1,0,0,Create and update app
Google Chrome,,webApp,2024-10-12 10:14:08,2024-10-12 10:14:09,1,0,0,
Google Chrome,,Window Activity Dashboard,2024-10-12 10:14:09,2024-10-12 10:14:16,7,1,0,
Google Chrome,,Window Activity Dashboard,2024-10-12 10:14:09,2024-10-12 10:14:17,8,1,0,Create and update app
Google Chrome,YouTube,(153) আজকের জুমার খুতবা │ শাইখ আব্দুর রাজ্জাক বিন ইউসুফ | Abdur Razzak Bin Yousuf New Jumar Khutba,2024-10-12 10:14:17,2024-10-12 10:14:18,1,1,0,Create and update app
Google Chrome,YouTube,(153) আজকের জুমার খুতবা │ শাইখ আব্দুর রাজ্জাক বিন ইউসুফ | Abdur Razzak Bin Yousuf New Jumar Khutba,2024-10-12 10:14:16,2024-10-12 10:14:18,2,1,0,
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:14:18,2024-10-12 10:14:34,16,8,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:14:18,2024-10-12 10:14:35,17,8,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:14:34,2024-10-12 10:14:38,4,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:14:35,2024-10-12 10:14:39,4,2,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:14:39,2024-10-12 10:14:44,5,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:14:44,2024-10-12 10:14:46,2,3,4,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:14:46,2024-10-12 10:14:47,1,0,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 10:14:47,2024-10-12 10:14:48,1,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:15:15,2024-10-12 10:15:18,3,1,0,
Google Chrome,YouTube,(153) আজকের জুমার খুতবা │ শাইখ আব্দুর রাজ্জাক বিন ইউসুফ | Abdur Razzak Bin Yousuf New Jumar Khutba,2024-10-12 10:15:18,2024-10-12 10:15:19,1,1,0,
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:15:19,2024-10-12 10:15:21,2,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:15:21,2024-10-12 10:15:23,2,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:15:23,2024-10-12 10:17:00,96,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:17:00,2024-10-12 10:18:19,79,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:18:19,2024-10-12 10:18:24,5,1,0,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:18:24,2024-10-12 10:18:25,1,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:18:25,2024-10-12 10:18:28,3,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:18:28,2024-10-12 10:18:30,2,1,0,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:18:30,2024-10-12 10:18:38,8,2,22,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:18:38,2024-10-12 10:18:39,1,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:18:39,2024-10-12 10:18:41,2,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:18:41,2024-10-12 10:18:48,7,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:19:06,2024-10-12 10:19:11,5,3,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:19:11,2024-10-12 10:19:16,5,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:19:16,2024-10-12 10:19:24,8,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:19:24,2024-10-12 10:19:26,2,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:19:26,2024-10-12 10:19:29,3,1,0,Create and update app
Google Chrome,,Untitled,2024-10-12 10:19:29,2024-10-12 10:19:30,1,1,0,Create and update app
Google Chrome,,webApp,2024-10-12 10:19:30,2024-10-12 10:19:31,1,0,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:19:31,2024-10-12 10:20:23,52,15,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,webApp.py,2024-10-12 10:20:23,2024-10-12 10:20:50,27,1,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:20:50,2024-10-12 10:20:56,6,2,0,Create and update app
Google Chrome,,Grid Layout Adjustment,2024-10-12 10:20:56,2024-10-12 10:20:57,1,1,0,Create and update app
RAFTASK,RAFTASK,RAFTASK,2024-10-12 10:20:57,2024-10-12 10:21:18,21,4,0,Create and update app
Google Chrome,,Grid Layout Adjustment,2024-10-12 10:21:18,2024-10-12 10:21:58,40,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:21:58,2024-10-12 10:22:06,8,1,0,Create and update app
Google Chrome,,Grid Layout Adjustment,2024-10-12 10:22:06,2024-10-12 10:22:12,6,1,25,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:22:12,2024-10-12 10:22:13,1,1,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,webApp.py,2024-10-12 10:22:13,2024-10-12 10:22:15,2,1,2,Create and update app
Google Chrome,,Grid Layout Adjustment,2024-10-12 10:22:15,2024-10-12 10:22:17,2,1,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:22:17,2024-10-12 10:22:28,11,2,45,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:22:28,2024-10-12 10:23:04,36,5,2,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:23:04,2024-10-12 10:23:13,9,2,5,Create and update app
Open,Open,Open,2024-10-12 10:23:13,2024-10-12 10:23:31,18,12,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:23:31,2024-10-12 10:24:59,88,18,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:24:59,2024-10-12 10:25:04,5,3,6,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:25:04,2024-10-12 10:25:15,11,1,38,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:25:15,2024-10-12 10:25:34,19,2,40,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:25:34,2024-10-12 10:26:21,47,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:26:21,2024-10-12 10:26:23,2,3,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 10:26:23,2024-10-12 10:26:25,2,1,1,Create and update app
Visual Studio Code,PythonProjects - farhad2,webApp.py,2024-10-12 10:26:25,2024-10-12 10:26:27,2,2,4,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:26:27,2024-10-12 10:27:13,46,2,113,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:27:13,2024-10-12 10:27:31,18,4,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:27:31,2024-10-12 10:27:37,6,1,10,Create and update app
Visual Studio Code,PythonProjects - farhad2,webApp.py,2024-10-12 10:27:37,2024-10-12 10:27:52,15,5,22,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:27:52,2024-10-12 10:27:54,2,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,webApp.py,2024-10-12 10:27:54,2024-10-12 10:27:56,2,2,4,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:27:56,2024-10-12 10:28:07,11,1,33,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:28:07,2024-10-12 10:28:10,3,1,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:28:10,2024-10-12 10:28:24,14,2,47,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:28:24,2024-10-12 10:28:26,2,1,0,Create and update app
Search,Search,Search,2024-10-12 10:28:26,2024-10-12 10:28:29,3,1,1,Create and update app
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-12 10:28:29,2024-10-12 10:28:31,2,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:28:31,2024-10-12 10:28:32,1,1,0,Create and update app
Snipping Tool Overlay,Snipping Tool Overlay,Snipping Tool Overlay,2024-10-12 10:28:32,2024-10-12 10:28:34,2,0,0,Create and update app
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-12 10:28:34,2024-10-12 10:28:40,6,2,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:28:40,2024-10-12 10:31:43,183,18,476,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:31:43,2024-10-12 10:32:20,36,7,11,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:32:20,2024-10-12 10:32:23,3,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,webApp.py,2024-10-12 10:32:23,2024-10-12 10:32:37,14,6,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:32:37,2024-10-12 10:32:39,2,1,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:32:39,2024-10-12 10:32:43,4,0,27,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:32:43,2024-10-12 10:33:01,18,5,24,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:33:01,2024-10-12 10:33:02,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:33:02,2024-10-12 10:33:06,4,0,8,Create and update app
Google Chrome,,Streamlit,2024-10-12 10:33:06,2024-10-12 10:33:07,1,0,0,Create and update app
Google Chrome,,test,2024-10-12 10:33:07,2024-10-12 10:33:08,1,0,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:33:08,2024-10-12 10:34:03,55,5,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:34:03,2024-10-12 10:34:49,46,4,95,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:34:49,2024-10-12 10:34:57,8,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:34:57,2024-10-12 10:35:00,3,3,4,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:35:00,2024-10-12 10:35:05,5,2,14,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:35:05,2024-10-12 10:35:06,1,1,2,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:35:06,2024-10-12 10:35:08,2,2,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:35:08,2024-10-12 10:35:09,1,1,3,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:35:09,2024-10-12 10:35:22,13,1,23,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:35:22,2024-10-12 10:35:23,1,1,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:35:23,2024-10-12 10:35:24,1,1,0,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:35:24,2024-10-12 10:35:35,11,4,21,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:35:35,2024-10-12 10:35:58,23,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:35:58,2024-10-12 10:36:00,2,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:36:00,2024-10-12 10:36:02,2,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:36:02,2024-10-12 10:36:03,1,0,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,● active_window_log.csv,2024-10-12 10:36:03,2024-10-12 10:36:06,3,0,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 10:36:06,2024-10-12 10:36:07,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:36:07,2024-10-12 10:36:08,1,1,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:36:08,2024-10-12 10:36:09,1,0,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:36:09,2024-10-12 10:36:12,3,1,0,Create and update app
Google Chrome,,New Tab,2024-10-12 10:36:12,2024-10-12 10:36:15,3,1,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:36:15,2024-10-12 10:36:16,1,1,1,Create and update app
Google Chrome,,New Tab,2024-10-12 10:36:16,2024-10-12 10:36:18,2,0,2,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:36:18,2024-10-12 10:36:49,31,6,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:36:49,2024-10-12 10:36:55,6,2,0,Create and update app
Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,Chat | Kazi Safayet | doelit | raf@doelit.onmicrosoft.com | Microsoft Teams,2024-10-12 10:36:55,2024-10-12 10:37:05,10,1,45,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:37:05,2024-10-12 10:37:15,10,4,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:37:15,2024-10-12 10:37:34,19,3,3,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:37:34,2024-10-12 10:37:36,2,1,0,Create and update app
Google Chrome,YouTube,(153) আজকের জুমার খুতবা │ শাইখ আব্দুর রাজ্জাক বিন ইউসুফ | Abdur Razzak Bin Yousuf New Jumar Khutba,2024-10-12 10:37:36,2024-10-12 10:37:37,1,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:37:37,2024-10-12 10:38:17,40,18,100,Create and update app
Google Chrome,,Streamlit,2024-10-12 10:38:17,2024-10-12 10:38:18,1,0,0,Create and update app
Google Chrome,,test,2024-10-12 10:38:18,2024-10-12 10:38:19,1,0,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:38:19,2024-10-12 10:38:54,35,13,5,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:38:54,2024-10-12 10:39:55,61,14,142,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:39:55,2024-10-12 10:41:12,77,29,225,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:41:12,2024-10-12 10:41:16,4,1,0,Create and update app
Google Chrome,,Streamlit,2024-10-12 10:41:16,2024-10-12 10:41:17,1,0,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:41:17,2024-10-12 10:41:40,23,9,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:41:40,2024-10-12 10:41:42,2,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:41:42,2024-10-12 10:41:46,4,1,22,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:41:46,2024-10-12 10:42:38,52,1,134,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:42:38,2024-10-12 10:42:40,2,0,1,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:42:40,2024-10-12 10:42:46,6,0,12,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:42:46,2024-10-12 10:42:47,1,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:42:47,2024-10-12 10:42:49,2,1,0,Create and update app
Google Chrome,,test,2024-10-12 10:42:49,2024-10-12 10:42:55,6,1,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:42:55,2024-10-12 10:42:56,1,0,1,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:42:56,2024-10-12 10:42:57,1,0,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:42:57,2024-10-12 10:42:59,2,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:42:59,2024-10-12 10:43:13,14,2,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:43:13,2024-10-12 10:43:14,1,0,2,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:43:14,2024-10-12 10:43:16,2,1,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:43:16,2024-10-12 10:43:19,3,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:43:19,2024-10-12 10:43:22,3,1,0,Create and update app
Google Chrome,,ChatGPT,2024-10-12 10:43:22,2024-10-12 10:44:07,45,7,51,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:44:07,2024-10-12 10:44:09,2,1,3,Create and update app
Visual Studio Code,PythonProjects - farhad2,● test.py,2024-10-12 10:44:09,2024-10-12 10:44:10,1,0,11,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:44:10,2024-10-12 10:44:11,1,1,0,Create and update app
Google Chrome,,Window Activity Dashboard,2024-10-12 10:44:11,2024-10-12 10:44:34,23,12,0,Create and update app
Visual Studio Code,PythonProjects - farhad2,test.py,2024-10-12 10:44:34,2024-10-12 10:44:37,3,1,0,Create and update app
